"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income"
25,"Private",254613,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"Cuba","<=50K"
33,"Private",79923,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,20,"United-States","<=50K"
23,"Private",125525,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,42,"United-States","<=50K"
21,"Private",304949,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,10,"United-States","<=50K"
30,"Private",396538,"HS-grad",9,"Separated","Exec-managerial","Unmarried","White","Female",0,0,29,"United-States","<=50K"
26,"Private",89326,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
27,"Private",202206,"11th",7,"Separated","Farming-fishing","Other-relative","White","Male",0,0,40,"Puerto-Rico","<=50K"
20,"Private",204641,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
30,"Private",225053,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
30,"Private",108247,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private",339324,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,96,"United-States","<=50K"
24,"Private",186314,"Some-college",10,"Separated","Prof-specialty","Own-child","White","Male",0,0,54,"United-States","<=50K"
36,"Private",254202,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,50,"United-States","<=50K"
39,"Private",108140,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
36,"Private",35945,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
29,"Private",133625,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
35,"Private",253006,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,38,"United-States",">50K"
37,"Private",336880,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
23,"Private",117363,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
39,"Private",248011,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",5178,0,40,"United-States",">50K"
23,"Private",229826,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
25,"Private",25386,"Assoc-voc",11,"Never-married","Other-service","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
35,"Private",491000,"Assoc-voc",11,"Divorced","Prof-specialty","Own-child","Black","Male",0,0,40,"United-States","<=50K"
24,"Private",72119,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Male",2202,0,30,"United-States","<=50K"
27,"Private",259840,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States","<=50K"
39,"Private",115289,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"France",">50K"
34,"Private",379798,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Private",227945,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,65,"United-States",">50K"
35,"Private",140915,"Bachelors",13,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",0,1590,40,"South","<=50K"
30,"Private",195576,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",3325,0,50,"United-States","<=50K"
23,"Private",117767,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private",103925,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States","<=50K"
31,"Private",137367,"11th",7,"Married-spouse-absent","Handlers-cleaners","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"India","<=50K"
32,"Private",74883,"Bachelors",13,"Never-married","Tech-support","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
23,"Private",177787,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,30,"England","<=50K"
24,"Private",217602,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
34,"Private",473133,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
22,"Private",107801,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
39,"Private",205359,"Assoc-acdm",12,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,45,"United-States","<=50K"
34,"Private",203357,"Some-college",10,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","<=50K"
24,"Private",202959,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Private",105150,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
24,"Private",1085515,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
25,"Private",82560,"Assoc-acdm",12,"Never-married","Other-service","Own-child","White","Male",0,0,43,"United-States","<=50K"
27,"Private",161087,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"United-States","<=50K"
28,"Private",261278,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
36,"Private",205359,"HS-grad",9,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,25,"United-States","<=50K"
30,"Private",236599,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
26,"Private",177147,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
24,"Private",145111,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
25,"Private",97789,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,50,"United-States","<=50K"
34,"Private",111415,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States","<=50K"
38,"Private",374524,"Some-college",10,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
38,"Private",98360,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
39,"Private",342448,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States","<=50K"
30,"Private",208668,"Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,25,"United-States","<=50K"
27,"Private",372500,"5th-6th",3,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,45,"Mexico","<=50K"
24,"Private",190968,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States","<=50K"
34,"Private",127610,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,15,"United-States","<=50K"
30,"Private",56121,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
38,"Private",296212,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
31,"Private",157640,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
34,"Private",261023,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1651,38,"United-States","<=50K"
34,"Private",116910,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
31,"Private",132601,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
22,"Private",500720,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"Mexico","<=50K"
37,"Private",231491,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States","<=50K"
38,"Private",179262,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,30,"United-States","<=50K"
40,"Private",252392,"5th-6th",3,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico","<=50K"
30,"Private",285902,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private",278637,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",3103,0,45,"United-States",">50K"
29,"Private",188729,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
24,"Private",72143,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
35,"Private",215323,"Assoc-voc",11,"Divorced","Other-service","Unmarried","White","Female",0,0,35,"United-States","<=50K"
38,"Private",192939,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
36,"Private",156352,"9th",5,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
24,"Private",155066,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"United-States","<=50K"
30,"Private",193298,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
27,"Private",384308,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
27,"Private",305647,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
37,"Private",421633,"Masters",14,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,40,"United-States",">50K"
21,"Private",231573,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Private",287701,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,48,"United-States",">50K"
31,"Private",187560,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,40,"United-States",">50K"
20,"Private",41356,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
28,"Private",59335,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Other-relative","White","Female",0,0,15,"United-States","<=50K"
37,"Private",162424,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
28,"Private",52603,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
23,"Private",250630,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
28,"Private",376302,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
32,"Private",114746,"HS-grad",9,"Separated","Handlers-cleaners","Unmarried","Asian-Pac-Islander","Female",0,0,60,"South","<=50K"
25,"Private",178037,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,35,"United-States","<=50K"
37,"Private",174844,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,17,"United-States","<=50K"
28,"Private",82488,"HS-grad",9,"Divorced","Tech-support","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
34,"Private",221167,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
24,"Private",217226,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
30,"Private",39386,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,99,"United-States","<=50K"
30,"Private",115426,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Private",114158,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,26,"United-States","<=50K"
40,"Private",119101,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,68,"United-States",">50K"
28,"Private",360527,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
39,"Private",225544,"12th",8,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private",230315,"Some-college",10,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Dominican-Republic","<=50K"
32,"Private",158002,"Some-college",10,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,55,"Ecuador","<=50K"
37,"Private",179468,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
30,"Private",270889,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
20,"Private",42279,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"Private",68001,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private",27162,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,16,"United-States","<=50K"
25,"Private",50103,"HS-grad",9,"Never-married","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
29,"Private",115064,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
32,"Private",174789,"HS-grad",9,"Never-married","Craft-repair","Other-relative","White","Male",0,0,50,"United-States","<=50K"
24,"Private",91999,"Assoc-acdm",12,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
35,"Private",265662,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Private",114591,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",15024,0,40,"United-States",">50K"
24,"Private",227594,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
30,"Private",129707,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1848,40,"United-States",">50K"
36,"Private",133569,"1st-4th",2,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
36,"Private",156084,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
22,"Private",210781,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
31,"Private",189759,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,2001,40,"United-States","<=50K"
34,"Private",258675,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
24,"Private",223367,"11th",7,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
23,"Private",409230,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,25,"United-States","<=50K"
40,"Private",353142,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
28,"Private",30912,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,43,"United-States","<=50K"
32,"Private",115989,"11th",7,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,60,"United-States","<=50K"
38,"Private",111128,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Private",133420,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",5013,0,40,"United-States","<=50K"
26,"Private",192208,"HS-grad",9,"Never-married","Protective-serv","Not-in-family","Black","Female",0,0,32,"United-States","<=50K"
40,"Private",352612,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private",169426,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",7298,0,40,"United-States",">50K"
39,"Private",111275,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
28,"Private",261725,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
36,"Private",182013,"Some-college",10,"Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States","<=50K"
35,"Private",282951,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States","<=50K"
23,"Private",455361,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"Guatemala","<=50K"
38,"Private",192337,"12th",8,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private",33610,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
21,"Private",209483,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,47,"United-States","<=50K"
26,"Private",247006,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,52,"United-States","<=50K"
28,"Private",266070,"Prof-school",15,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
20,"Private",226978,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K"
31,"Private",341672,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,50,"India","<=50K"
36,"Private",179488,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Male",0,0,40,"Canada","<=50K"
27,"Private",219863,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private",245572,"9th",5,"Never-married","Other-service","Own-child","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
25,"Private",38488,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
24,"Private",182504,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K"
38,"Private",193815,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"Italy","<=50K"
29,"Private",46442,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,50,"United-States",">50K"
23,"Private",107882,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
32,"Private",126132,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
28,"Private",148429,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Private",32146,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"Private",347491,"11th",7,"Divorced","Craft-repair","Not-in-family","White","Male",0,1876,46,"United-States","<=50K"
34,"Private",180714,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,2179,40,"United-States","<=50K"
27,"Private",306747,"Bachelors",13,"Divorced","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States","<=50K"
25,"Private",248990,"5th-6th",3,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
35,"Private",148015,"Bachelors",13,"Never-married","Sales","Own-child","Black","Female",0,0,40,"United-States","<=50K"
27,"Private",190525,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,55,"United-States",">50K"
34,"Private",176673,"Some-college",10,"Never-married","Sales","Other-relative","Black","Female",0,0,35,"United-States","<=50K"
36,"Private",238415,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
34,"Private",148207,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
21,"Private",200153,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,32,"United-States","<=50K"
30,"Private",169496,"Masters",14,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,15,"United-States",">50K"
34,"Private",366898,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Germany","<=50K"
37,"Private",324947,"Bachelors",13,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private",321577,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
31,"Private",241360,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
30,"Private",207564,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
33,"Private",220860,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
30,"Private",81282,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
31,"Private",151053,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",5178,0,40,"United-States",">50K"
33,"Private",173858,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Other-relative","Asian-Pac-Islander","Male",0,0,40,"India","<=50K"
27,"Private",347153,"Some-college",10,"Never-married","Transport-moving","Other-relative","White","Male",0,0,40,"United-States","<=50K"
31,"Private",319146,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",4386,0,40,"Mexico",">50K"
35,"Private",197719,"Some-college",10,"Never-married","Machine-op-inspct","Other-relative","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
21,"Private",184543,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
23,"Private",340543,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
40,"Private",179508,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,55,"United-States","<=50K"
33,"Private",184016,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"Private",250165,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private",196467,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
35,"Private",98986,"7th-8th",4,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,30,"United-States","<=50K"
36,"Private",282092,"Assoc-acdm",12,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private",140764,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,45,"United-States","<=50K"
30,"Private",33124,"HS-grad",9,"Separated","Farming-fishing","Unmarried","White","Female",0,0,14,"United-States","<=50K"
32,"Private",102986,"5th-6th",3,"Married-civ-spouse","Machine-op-inspct","Wife","Asian-Pac-Islander","Female",0,0,40,"Laos",">50K"
21,"Private",214387,"Some-college",10,"Never-married","Sales","Other-relative","White","Male",0,0,64,"United-States","<=50K"
39,"Private",180667,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
32,"Private",184440,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3464,0,40,"United-States","<=50K"
23,"Private",140462,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
28,"Private",287268,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
28,"Private",215955,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private",82552,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private",73587,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,35,"United-States","<=50K"
27,"Private",284741,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
30,"Private",293936,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,50,,"<=50K"
35,"Private",340428,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
30,"Private",161599,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Private",144064,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
31,"Private",236391,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"Private",224943,"Assoc-voc",11,"Never-married","Sales","Other-relative","Black","Male",0,0,65,"United-States","<=50K"
30,"Private",241885,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private",85355,"HS-grad",9,"Separated","Machine-op-inspct","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
20,"Private",157595,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
33,"Private",362747,"Some-college",10,"Never-married","Other-service","Not-in-family","Black","Female",0,0,35,"United-States","<=50K"
24,"Private",395297,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,35,"United-States","<=50K"
32,"Private",141490,"Assoc-voc",11,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,50,"United-States","<=50K"
29,"Private",147889,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United-States","<=50K"
34,"Private",591711,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,48,,"<=50K"
22,"Private",200318,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
32,"Private",97723,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,40,"United-States","<=50K"
38,"Private",109231,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private",102889,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
26,"Private",167106,"HS-grad",9,"Never-married","Craft-repair","Other-relative","Asian-Pac-Islander","Male",0,0,40,"Hong","<=50K"
35,"Private",182898,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",8614,0,40,"United-States",">50K"
28,"Private",67386,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
34,"Private",49469,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",99999,0,50,"United-States",">50K"
35,"Private",341102,"9th",5,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
40,"Private",202872,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States",">50K"
25,"Private",195201,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Other","Male",0,0,50,"United-States","<=50K"
37,"Private",263094,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,40,"United-States",">50K"
26,"Private",171114,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
24,"Private",127753,"12th",8,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States","<=50K"
35,"Private",139364,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
30,"Private",104223,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,32,"United-States","<=50K"
29,"Private",144784,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
